index;mid;display_name;display_name_ru
232;/m/0ggq0m;Classical music;Классическая музыка
233;/m/05lls;Opera;Опера
234;/m/02lkt;Electronic music;Электронная музыка
235;/m/03mb9;House music;Хаус - музыка
236;/m/07gxw;Techno;Техно
237;/m/07s72n;Dubstep;Дабстеп
238;/m/0283d;Drum and bass;Драм - энд - бас
239;/m/0m0jc;Electronica;Электроника
240;/m/08cyft;Electronic dance music;Электронная танцевальная музыка
241;/m/0fd3y;Ambient music;Эмбиентная музыка
242;/m/07lnk;Trance music;Транс - музыка
243;/m/0g293;Music of Latin America;Музыка Латинской Америки
244;/m/0ln16;Salsa music;Музыка сальсы
245;/m/0326g;Flamenco;Фламенко
246;/m/0155w;Blues;Блюз
247;/m/05fw6t;Music for children;Музыка для детей
248;/m/02v2lh;New-age music;Музыка нью-эйдж
249;/m/0y4f8;Vocal music;Вокальная музыка
250;/m/0z9c;A capella;Капелла
251;/m/0164x2;Music of Africa;Музыка Африки
252;/m/0145m;Afrobeat;Афробит
253;/m/02mscn;Christian music;Христианская музыка
254;/m/016cjb;Gospel music;Музыка в стиле Госпел
255;/m/028sqc;Music of Asia;Музыка Азии
256;/m/015vgc;Carnatic music;Музыка карнатика
257;/m/0dq0md;Music of Bollywood;Музыка Болливуда
258;/m/06rqw;Ska;Ска
259;/m/02p0sh1;Traditional music;Традиционная музыка
260;/m/05rwpb;Independent music;Независимая музыка
261;/m/074ft;Song;Песня
262;/m/025td0t;Background music;Фоновая музыка
263;/m/02cjck;Theme music;Музыкальная тема
264;/m/03r5q_;Jingle (music);Джингл (музыка)
265;/m/0l14gg;Soundtrack music;Музыкальное сопровождение
266;/m/07pkxdp;ullaby;Колыбельная
267;/m/01z7dr;Video game music;Музыка из видеоигр
268;/m/0140xf;Christmas music;Рождественская музыка
269;/m/0ggx5q;Dance music;Танцевальная музыка
270;/m/04wptg;Wedding music;Свадебная музыка
271;/t/dd00031;Happy music;Счастливая музыка
272;/t/dd00033;Sad music;Грустная музыка
273;/t/dd00034;Tender music;Нежная музыка
274;/t/dd00035;Exciting music;Захватывающая музыка
275;/t/dd00036;Angry music;Сердитая музыка
276;/t/dd00037;Scary music;Пугающая музыка
277;/m/03m9d0z;Wind;Ветер
278;/m/09t49;Rustling leaves;Шелест листьев
279;/t/dd00092;Wind noise (microphone);Шум ветра (микрофон)
280;/m/0jb2l;Thunderstorm;Гроза
281;/m/0ngt1;Thunder;Гром
282;/m/0838f;Water;Вода
283;/m/06mb1;Rain;Дождь
284;/m/07r10fb;Raindrop;Дождевая капля
285;/t/dd00038;Rain on surface;Дождь на поверхности
286;/m/0j6m2;Stream;Поток
287;/m/0j2kx;Waterfall;Водопад
288;/m/05kq4;Ocean;Океан
289;/m/034srq;"Waves, surf";"Волны, прибой"
290;/m/06wzb;Steam;Steam
291;/m/07swgks;Gurgling;Бульканье
292;/m/02_41;Fire;Огонь
293;/m/07pzfmf;Crackle;Потрескивание
294;/m/07yv9;Vehicle;Транспортное средство
295;/m/019jd;"Boat, Water vehicle";"Лодка, Водное транспортное средство"
296;/m/0hsrw;"Sailboat, sailing ship";"Парусник, парусное судно"
297;/m/056ks2;"Rowboat, canoe, kayak";"Гребная лодка, каноэ, каяк"
298;/m/02rlv9;"Motorboat, speedboat";"Моторная лодка, быстроходный катер"
299;/m/06q74;Ship;Корабль
300;/m/012f08;Motor vehicle (road);Автомобильное транспортное средство (дорога)
301;/m/0k4j;Car;Автомобиль
302;/m/0912c9;"Vehicle horn, car horn, honking";"Автомобильный гудок, автомобильный гудок, гудение"
303;/m/07qv_d5;Toot;Гудок
304;/m/02mfyn;Car alarm;Автомобильная сигнализация
305;/m/04gxbd;"Power windows, electric windows";"Электрические стеклоподъемники, электростеклоподъемники"
306;/m/07rknqz;Skidding;Занос
307;/m/0h9mv;Tire squeal;Визг шин
308;/t/dd00134;Car passing by;Проезжающая мимо машина
309;/m/0ltv;"Race car, auto racing";"Гоночный автомобиль, автогонки"
310;/m/07r04;Truck;Грузовик
311;/m/0gvgw0;Air brake;Воздушный тормоз
312;/m/05x_td;"Air horn, truck horn";"Воздушный гудок, гудок грузовика"
313;/m/02rhddq;Reversing beeps;Звуковые сигналы заднего хода
314;/m/03cl9h;"Ice cream truck, ice cream van";"Тележка для мороженого, фургон для перевозки мороженого"
315;/m/01bjv;Bus;Автобус
316;/m/03j1ly;Emergency vehicle;Аварийное транспортное средство
317;/m/04qvtq;Police car (siren);Полицейская машина (сирена)
318;/m/012n7d;Ambulance (siren);Скорая помощь (сирена)
319;/m/012ndj;"Fire engine, fire truck (siren)";"Пожарная машина, пожарная машина (сирена)"
320;/m/04_sv;Motorcycle;Мотоцикл
321;/m/0btp2;"Traffic noise, roadway noise";"Шум дорожного движения, шум проезжей части"
322;/m/06d_3;Rail transport;Железнодорожный транспорт
323;/m/07jdr;Train;Поезд
324;/m/04zmvq;Train whistle;Свисток поезда
325;/m/0284vy3;Train horn;Гудок поезда
326;/m/01g50p;"Railroad car, train wagon";"Железнодорожный вагон, железнодорожный вагон"
327;/t/dd00048;Train wheels squealing;Скрип колес поезда
328;/m/0195fx;"Subway, metro, underground";"Метро, metro, метрополитен"
329;/m/0k5j;Aircraft;Воздушное судно
330;/m/014yck;Aircraft engine;Авиационный двигатель
331;/m/04229;Jet engine;Реактивный двигатель
332;/m/02l6bg;"Propeller, airscrew";"Пропеллер, воздушный винт"
333;/m/09ct_;Helicopter;Вертолет
334;/m/0cmf2;"Fixed-wing aircraft, airplane";"Самолет с неподвижным крылом, аэроплан"
335;/m/0199g;Bicycle;Велосипед
336;/m/06_fw;Skateboard;Скейтборд
337;/m/02mk9;Engine;Двигатель
338;/t/dd00065;ight engine (high frequency);Легкий двигатель (высокая частота)
339;/m/08j51y;"Dental drill, dentist's drill";"Зубная бормашина, стоматологическая дрель"
340;/m/01yg9g;awn mower;Газонокосилка
341;/m/01j4z9;Chainsaw;Бензопила
342;/t/dd00066;Medium engine (mid frequency);Средний двигатель (средняя частота)
343;/t/dd00067;Heavy engine (low frequency);Тяжелый двигатель (низкая частота)
344;/m/01h82_;Engine knocking;Стук двигателя
345;/t/dd00130;Engine starting;Запуск двигателя
346;/m/07pb8fc;Idling;Холостой ход
347;/m/07q2z82;"Accelerating, revving, vroom";"Ускорение, прибавление оборотов, врум"
348;/m/02dgv;Door;Дверь
349;/m/03wwcy;Doorbell;Дверной Звонок
350;/m/07r67yg;Ding-dong;Динь-дон
351;/m/02y_763;Sliding door;Раздвижная дверь
352;/m/07rjzl8;Slam;Хлопнуть
353;/m/07r4wb8;Knock;Стучать
354;/m/07qcpgn;Tap;Коснитесь
355;/m/07q6cd_;Squeak;Скрип
356;/m/0642b4;Cupboard open or close;Открыть или закрыть шкаф
357;/m/0fqfqc;Drawer open or close;Открыть или закрыть ящик
358;/m/04brg2;"Dishes, pots, and pans";"Тарелки, кастрюли и сковородки"
359;/m/023pjk;"Cutlery, silverware";"Столовые приборы, столовое серебро"
360;/m/07pn_8q;Chopping (food);Измельчение (пищевых продуктов)
361;/m/0dxrf;Frying (food);Жарка (пищевых продуктов)
362;/m/0fx9l;Microwave oven;Микроволновая печь
363;/m/02pjr4;Blender;Блендер
364;/m/02jz0l;"Water tap, faucet";"Водопроводный кран, faucet"
365;/m/0130jx;Sink (filling or washing);Раковина (для наполнения или мытья)
366;/m/03dnzn;Bathtub (filling or washing);Ванна (наполнение или мытье)
367;/m/03wvsk;Hair dryer;Фен для волос
368;/m/01jt3m;Toilet flush;Смыв в туалете
369;/m/012xff;Toothbrush;Зубная щетка
370;/m/04fgwm;Electric toothbrush;Электрическая зубная щетка
371;/m/0d31p;Vacuum cleaner;Пылесос
372;/m/01s0vc;Zipper (clothing);Застежка-молния (одежда)
373;/m/03v3yw;Keys jangling;Звяканье ключей
374;/m/0242l;Coin (dropping);Монета (выпадающая)
375;/m/01lsmm;Scissors;Ножницы
376;/m/02g901;"Electric shaver, electric razor";"Электробритва, электрическая бритва"
377;/m/05rj2;Shuffling cards;Тасование карт
378;/m/0316dw;Typing;Ввод текста
379;/m/0c2wf;Typewriter;Пишущая машинка
380;/m/01m2v;Computer keyboard;Компьютерная клавиатура
381;/m/081rb;Writing;Написание
382;/m/07pp_mv;Alarm;Сигнал тревоги
383;/m/07cx4;Telephone;Телефон
384;/m/07pp8cl;Telephone bell ringing;Телефонный звонок
385;/m/01hnzm;Ringtone;Мелодия звонка
386;/m/02c8p;"Telephone dialing, DTMF";"Телефонный набор, DTMF"
387;/m/015jpf;Dial tone;Звуковой сигнал
388;/m/01z47d;Busy signal;Сигнал занятости
389;/m/046dlr;Alarm clock;Будильник
390;/m/03kmc9;Siren;Сирена
391;/m/0dgbq;Civil defense siren;Сирена гражданской обороны
392;/m/030rvx;Buzzer;Звуковой сигнал
393;/m/01y3hg;"Smoke detector, smoke alarm";"Детектор дыма, дымовая сигнализация"
394;/m/0c3f7m;Fire alarm;Пожарная сигнализация
395;/m/04fq5q;Foghorn;Туманный Горн
396;/m/0l156k;Whistle;Свисток
397;/m/06hck5;Steam whistle;Паровой свисток
398;/t/dd00077;Mechanisms;Механизмы
399;/m/02bm9n;"Ratchet, pawl";"Храповик, собачка"
400;/m/01x3z;Clock;Часы
401;/m/07qjznt;Tick;Тикать
402;/m/07qjznl;Tick-tock;Тик-так
403;/m/0l7xg;Gears;Шестерни
404;/m/05zc1;Pulleys;Шкивы
405;/m/0llzx;Sewing machine;Швейная машинка
406;/m/02x984l;Mechanical fan;Механический вентилятор
407;/m/025wky1;Air conditioning;Кондиционер воздуха
408;/m/024dl;Cash register;Кассовый аппарат
409;/m/01m4t;Printer;Принтер
410;/m/0dv5r;Camera;Камера
411;/m/07bjf;Single-lens reflex camera;Однообъективная зеркальная камера
412;/m/07k1x;Tools;Инструменты
413;/m/03l9g;Hammer;Молоток
414;/m/03p19w;Jackhammer;Отбойный молоток
415;/m/01b82r;Sawing;Распиливание
416;/m/02p01q;Filing (rasp);Опиливание (рашпиль)
417;/m/023vsd;Sanding;Шлифование
418;/m/0_ksk;Power tool;Электроинструмент
419;/m/01d380;Drill;Сверло
420;/m/014zdl;Explosion;Взрыв
421;/m/032s66;"Gunshot, gunfire";"Выстрел, перестрелка"
422;/m/04zjc;Machine gun;Пулемет
423;/m/02z32qm;Fusillade;Пальба
424;/m/0_1c;Artillery fire;Артиллерийский огонь
425;/m/073cg4;Cap gun;Колпачковый пистолет
426;/m/0g6b5;Fireworks;Фейерверк
427;/g/122z_qxw;Firecracker;Хлопушка
428;/m/07qsvvw;"Burst, pop";"Взрыв, хлоп"
429;/m/07pxg6y;Eruption;Извержение вулкана
430;/m/07qqyl4;Boom;Бум
431;/m/083vt;Wood;Дерево
432;/m/07pczhz;Chop;Рубить
433;/m/07pl1bw;Splinter;Осколок
434;/m/07qs1cx;Crack;Трещина
435;/m/039jq;Glass;Стекло
436;/m/07q7njn;"Chink, clink";"Звяк, звяк"
437;/m/07rn7sz;Shatter;Разбить вдребезги
438;/m/04k94;iquid;Жидкий
439;/m/07rrlb6;"Splash, splatter";"Всплеск, брызги"
440;/m/07p6mqd;Slosh;Хлюпанье
441;/m/07qlwh6;Squish;Хлюпать
442;/m/07r5v4s;Drip;Капать
443;/m/07prgkl;Pour;Pour
444;/m/07pqc89;"Trickle, dribble";"Струйка, капелька"
445;/t/dd00088;Gush;Хлынувший поток
446;/m/07p7b8y;Fill (with liquid);Заливка (жидкостью)
447;/m/07qlf79;Spray;Спрей
448;/m/07ptzwd;Pump (liquid);Насос (жидкостный)
449;/m/07ptfmf;Stir;Перемешать
450;/m/0dv3j;Boiling;Кипящий
451;/m/0790c;Sonar;Гидролокатор
452;/m/0dl83;Arrow;Стрела
453;/m/07rqsjt;"Whoosh, swoosh, swish";"Вжик, вжик, вжик"
454;/m/07qnq_y;"Thump, thud";"Тук, тук"
455;/m/07rrh0c;Thunk;Глухой удар
456;/m/0b_fwt;Electronic tuner;Электронный тюнер
457;/m/02rr_;Effects unit;Единица измерения эффектов
458;/m/07m2kt;Chorus effect;Эффект припева
459;/m/018w8;Basketball bounce;Баскетбольный отскок
460;/m/07pws3f;Bang;Взрыв
461;/m/07ryjzk;"Slap, smack";"Шлепок, затрещина"
462;/m/07rdhzs;"Whack, thwack";"Бах, бах"
463;/m/07pjjrj;"Smash, crash";"Разбить, разбиться"
464;/m/07pc8lb;Breaking;Ломая
465;/m/07pqn27;Bouncing;Подпрыгивающий
466;/m/07rbp7_;Whip;Хлыст
467;/m/07pyf11;Flap;Откидной клапан
468;/m/07qb_dv;Scratch;Царапина
469;/m/07qv4k0;Scrape;Царапать
470;/m/07pdjhy;Rub;RUB
471;/m/07s8j8t;Roll;Рулон
472;/m/07plct2;Crushing;Сокрушающий
473;/t/dd00112;"Crumpling, crinkling";"Сминающийся, шуршащий"
474;/m/07qcx4z;Tearing;Разрывающий
475;/m/02fs_r;"Beep, bleep";"Бип, бип"
476;/m/07qwdck;Ping;Пинг - понг
477;/m/07phxs1;Ding;Динь - Динь
478;/m/07rv4dm;Clang;Лязг
479;/m/07s02z0;Squeal;Визжать
480;/m/07qh7jl;Creak;Скрип
481;/m/07qwyj0;Rustle;Шорох
482;/m/07s34ls;Whir;Жужжание
483;/m/07qmpdm;Clatter;Грохот
484;/m/07p9k1k;Sizzle;Шипение
485;/m/07qc9xj;Clicking;Щелчок
486;/m/07rwm0c;Clickety-clack;Щелчок-клацанье
487;/m/07phhsh;Rumble;Грохот
488;/m/07qyrcz;Plop;Плюх
489;/m/07qfgpx;"Jingle, tinkle";"Звенеть, позвякивать"
490;/m/07rcgpl;Hum;Гул
491;/m/07p78v5;Zing;Звон
492;/t/dd00121;Boing;Боинг
493;/m/07s12q4;Crunch;Хруст
494;/m/028v0c;Silence;Тишина
495;/m/01v_m0;Sine wave;Синусоидальная волна
496;/m/0b9m1;Harmonic;Гармонический
497;/m/0hdsk;Chirp tone;Тон чириканья
498;/m/0c1dj;Sound effect;Звуковой эффект
499;/m/07pt_g0;Pulse;Пульс
500;/t/dd00125;"Inside, small room";Внутри небольшая комната
501;/t/dd00126;"Inside, large room or hall";Внутри большая комната или холл
502;/t/dd00127;"Inside, public space";"Внутри, общественное пространство"
503;/t/dd00128;"Outside, urban or manmade";"Внешний, городской или искусственный"
504;/t/dd00129;"Outside, rural or natural";"Снаружи, в сельской местности или на природе"
505;/m/01b9nn;Reverberation;Реверберация
506;/m/01jnbd;Echo;Эхо
507;/m/096m7z;Noise;Шум
508;/m/06_y0by;Environmental noise;Шум окружающей среды
509;/m/07rgkc5;Static;Статический
510;/m/06xkwv;Mains hum;Гудение сети
511;/m/0g12c5;Distortion;Искажение
512;/m/08p9q4;Sidetone;Боковой камень
513;/m/07szfh9;Cacophony;Какофония
514;/m/0chx_;White noise;Белый шум
515;/m/0cj0r;Pink noise;Розовый шум
516;/m/07p_0gm;Throbbing;Пульсирующий
517;/m/01jwx6;Vibration;Вибрация
518;/m/07c52;Television;Телевидение
519;/m/06bz3;Radio;Радио
520;/m/07hvw1;Field recording;Запись в полевых условиях
